ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.1552564951,0.0,0.471764383795,0.554319372394,1.0
2,0.839042566708,0.0,0.0455951548444,1.0,0.159337332117
3,1.0,0.0,0.0900681155515,0.250902617533,0.656323700919
4,0.0,0.220999817331,0.400066671027,1.0,0.249676938985
5,0.411847697574,0.0,0.439572658963,1.0,0.253051566965
6,0.202942124937,0.0,0.595458157216,1.0,0.291965697772
7,0.0825087905264,1.0,0.710066023943,0.392817182437,0.0
8,1.0,0.325231295356,0.0858375542332,0.0,0.318986247665
9,1.0,0.0,0.162926937007,0.780145795322,0.165940053919
10,1.0,0.0,0.117100831516,0.529371650876,0.330616373109
11,1.0,0.0,0.117100831516,0.529371650876,0.330616373109
12,0.100672806904,0.0,1.0,0.663722465584,0.316694748595
13,1.0,0.0,0.0386937676476,0.37826609914,0.220290980813
14,0.764346055653,0.0,1.0,0.967946750096,0.400847463661
15,1.0,0.0,0.0786912312069,0.512979808208,0.0864356309207
16,1.0,0.0,0.160315473771,0.61070753701,0.143233149634
17,0.411847697574,0.0,0.439572658963,1.0,0.253051566965
18,0.385566146211,0.0,0.216455338264,1.0,0.17063102689
19,0.52794520373,0.0,0.230502070467,0.858174630043,1.0
20,0.0284784259068,0.0,1.0,0.0993577347069,0.467492015434
21,0.90970946457,0.0,0.295064957455,1.0,0.377781219198
22,0.0,0.880335044474,0.728005747104,0.00455071657047,1.0
23,1.0,0.0,0.0284226592955,0.563366404264,0.381676980215
24,0.207399314624,0.351544953048,0.491605005724,0.0,1.0
25,1.0,0.0,0.0386937676476,0.37826609914,0.220290980813
26,1.0,0.0470538710775,0.31925446672,0.0,0.598540084656
27,1.0,0.0,0.0466602763517,0.100828583502,0.308263071941
28,0.00120986971895,1.0,0.429644605253,0.0,0.236841320165
29,0.411847697574,0.0,0.439572658963,1.0,0.253051566965
30,0.411847697574,0.0,0.439572658963,1.0,0.253051566965
31,0.704955296556,0.0,1.0,0.644881464135,0.577125959748
32,1.0,0.0,0.123470498903,0.479968751153,0.372178360514
33,0.0724583632984,0.285041931074,1.0,0.0,0.141595099383
34,1.0,0.0,0.0596757650754,0.133277501041,0.08211229661
35,0.177890019081,1.0,0.0,0.0652049434023,0.91559889337
36,1.0,0.0,0.162411890757,0.978459720345,0.739824874343
37,0.0,0.324839673805,1.0,0.0439270798409,0.379902981533
38,1.0,0.0,0.0677149045316,0.448680396846,0.193948567382
39,0.445186676708,0.0,0.179592933282,1.0,0.19210691009
40,1.0,0.0,0.310250678798,0.216949260338,0.756335970863
41,0.160843219235,0.0,0.273168115492,0.634488242734,1.0
42,0.0,0.440232669639,0.886375628611,0.0118168621509,1.0
43,1.0,0.0,0.0558622105749,0.114297084245,0.421648945784
44,0.0139124429892,0.306212595359,0.775291584341,0.0,1.0
45,0.0,0.0553045201506,1.0,0.0709692901746,0.511447013887
46,0.365238015628,0.0,1.0,0.626182250495,0.789704830091
47,0.52794520373,0.0,0.230502070467,0.858174630043,1.0
48,0.787715186858,0.0,0.199193127169,1.0,0.224529983376
49,0.355792961149,0.0,0.232811833154,1.0,0.477288163242
50,0.182295886753,0.0,1.0,0.904876849095,0.986742551151
51,0.0,0.770776540978,0.228480310352,0.116006645507,1.0
52,0.4674597279,0.0,0.261549508123,1.0,0.329490854077
53,1.0,0.0,0.0414818354674,0.0942347238675,0.193899777813
54,0.0523947815747,1.0,0.185398152879,0.0,0.69180746007
55,0.0,0.412169008267,1.0,0.0289219149648,0.377990746419
56,0.926647141371,0.0,0.0940656065102,1.0,0.576862063825
57,1.0,0.0,0.136526286908,0.6625519342,0.315746235933
58,0.0,0.880335044474,0.728005747104,0.00455071657047,1.0
59,0.0,0.203423127231,1.0,0.0142763632035,0.729635139745
60,1.0,0.0,0.162411890757,0.978459720345,0.739824874343
61,0.764346055653,0.0,1.0,0.967946750096,0.400847463661
62,0.202942124937,0.0,0.595458157216,1.0,0.291965697772
63,1.0,0.406539486322,0.0,0.0278548494085,0.195952948609
64,0.0,0.440232669639,0.886375628611,0.0118168621509,1.0
65,0.0139124429892,0.306212595359,0.775291584341,0.0,1.0
66,1.0,0.0,0.0935623946921,0.454039732549,0.0768865442371
67,1.0,0.0,0.0432937517198,0.0915212651898,0.0647997538059
68,0.0338501205466,0.0,1.0,0.500261171822,0.399490244149
69,0.411847697574,0.0,0.439572658963,1.0,0.253051566965
70,0.067692763511,0.286020196817,0.449316107728,0.0,1.0
71,0.0351813972979,0.0,0.643683327304,0.0576855556422,1.0
72,1.0,0.0,0.0386937676476,0.37826609914,0.220290980813
73,0.0189878751489,0.0870463458143,0.627721759083,0.0,1.0
74,0.337122863726,0.0,0.291176146274,1.0,0.44197022478
75,0.0641618653966,0.00883191208105,0.597638110543,0.0,1.0
76,0.0388278953864,1.0,0.0233980371519,0.0,0.14375707853
77,1.0,0.0,0.0558622105749,0.114297084245,0.421648945784
78,0.0,0.324839673805,1.0,0.0439270798409,0.379902981533
79,0.355792961149,0.0,0.232811833154,1.0,0.477288163242
80,1.0,0.0310193080432,0.0,0.21549338112,0.315819446252
81,0.105778523054,0.489324596973,0.887469176691,0.0,1.0
82,0.0318154164933,0.102235294886,0.68485443921,0.0,1.0
83,1.0,0.0,0.0677149045316,0.448680396846,0.193948567382
84,0.00791866921733,1.0,0.355516138755,0.0,0.374069542975
85,0.490976016074,0.0,0.254440039797,1.0,0.162725570635
86,0.0320197708705,0.0537644118586,0.964672631354,0.0,1.0
87,0.172936209607,0.0,1.0,0.868573448648,0.238427131506
88,1.0,0.0,0.117100831516,0.529371650876,0.330616373109
89,0.0641618653966,0.00883191208105,0.597638110543,0.0,1.0
90,1.0,0.0,0.0558622105749,0.114297084245,0.421648945784
91,0.0,0.168516224243,1.0,0.0260036390516,0.551793408374
92,0.0169782250083,0.0,1.0,0.0506235211315,0.544960555971
93,1.0,0.0,0.10710291183,0.196519765653,0.654899268229
94,0.787715186858,0.0,0.199193127169,1.0,0.224529983376
95,0.0,0.36425860139,1.0,0.0152849064128,0.566282675233
96,0.794340671569,0.0,0.150046740076,1.0,0.116414334384
97,0.839042566708,0.0,0.0455951548444,1.0,0.159337332117
98,0.195143974602,0.691696117842,0.885713983472,0.0,1.0
99,0.0523947815747,1.0,0.185398152879,0.0,0.69180746007
100,0.445186676708,0.0,0.179592933282,1.0,0.19210691009
101,1.0,0.0,0.0764882238598,0.163865800678,0.310314459878
102,1.0,0.0,0.0432937517198,0.0915212651898,0.0647997538059
103,0.337356034309,0.0,0.318690400684,1.0,0.437576665262
104,1.0,0.0,0.162411890757,0.978459720345,0.739824874343
